<<<<<<< HEAD
Date,Player,Player_Type,Team,Opponent,Season,Game_ID,Game_Index,Team_ID,Opponent_ID,Is_Home,H,HR,RBI,TB,R,PA,AB,BB,SO,SB,Batting_Order,Team_PA_share,wOBA,xwOBA,ISO,Barrel%,HardHit%,Opp_Pitcher_ERA_3,Opp_Pitcher_K9_3,Opp_Bullpen_ERA_7,Park_Factor,Wind_Out_MPH,Temp_F,Did_Not_Play,Rest_Days,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos,Market_H,Synthetic_Market_H,Market_Source_H,Market_H_books,Market_H_over_price,Market_H_under_price,Market_H_line_std,Market_HR,Synthetic_Market_HR,Market_Source_HR,Market_HR_books,Market_HR_over_price,Market_HR_under_price,Market_HR_line_std,Market_RBI,Synthetic_Market_RBI,Market_Source_RBI,Market_RBI_books,Market_RBI_over_price,Market_RBI_under_price,Market_RBI_line_std,Market_Fetched_At_UTC,H_market_gap,HR_market_gap,RBI_market_gap,H_rolling_avg,HR_rolling_avg,RBI_rolling_avg,H_lag1,HR_lag1,RBI_lag1,Player_ID,Position,2B,3B,HBP,IBB,SF,SH,K,ER,ERA,IP,BF,Pitches,BB_allowed,H_allowed,HR_allowed,FIP,xFIP,CSW%,Whiff%,Opp_Lineup_wOBA_3,Opp_Lineup_K_rate_3,Market_K,Synthetic_Market_K,Market_Source_K,Market_K_books,Market_K_over_price,Market_K_under_price,Market_K_line_std,Market_ER,Synthetic_Market_ER,Market_Source_ER,Market_ER_books,Market_ER_over_price,Market_ER_under_price,Market_ER_line_std,Market_ERA,Synthetic_Market_ERA,Market_Source_ERA,Market_ERA_books,Market_ERA_over_price,Market_ERA_under_price,Market_ERA_line_std,K_market_gap,ER_market_gap,ERA_market_gap,K_rolling_avg,ER_rolling_avg,ERA_rolling_avg,K_lag1,ER_lag1,ERA_lag1,HBP_allowed,Is_Starter
2026-03-27,Kazuma Okamoto,hitter,TOR,ATH,2026,822839,0,141,133,1,2.0,0.0,0.0,2.0,2.0,4.0,3.0,1.0,1.0,0.0,7.0,0.1111111111111111,0.6125,0.32,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,68.0,0,2.0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.9166666666666666,0.9166666666666666,synthetic,0.0,-110.0,-110.0,0.0,0.16666666666666666,0.16666666666666666,synthetic,0.0,-110.0,-110.0,0.0,0.25,0.25,synthetic,0.0,-110.0,-110.0,0.0,2026-03-27T16:00:00Z,0.0,0.0,0.0,0.9166666666666666,0.16666666666666666,0.25,0.9166666666666666,0.16666666666666666,0.25,672960,3B,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-28,Kazuma Okamoto,hitter,TOR,ATH,2026,822838,1,141,133,1,1.0,0.0,0.0,1.0,0.0,6.0,5.0,1.0,2.0,0.0,4.0,0.11538461538461539,0.26166666666666666,0.6125,0.0,0.0,32.0,0.0,0.0,0.0,1.0,0.0,68.0,0,0.0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,2.0,2.0,synthetic,0.0,-110.0,-110.0,0.0,0.0,0.0,synthetic,0.0,-110.0,-110.0,0.0,0.0,0.0,synthetic,0.0,-110.0,-110.0,0.0,2026-03-28T16:00:00Z,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,672960,3B,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-29,Kazuma Okamoto,hitter,TOR,ATH,2026,822837,2,141,133,1,1.0,1.0,1.0,4.0,1.0,4.0,4.0,0.0,1.0,0.0,5.0,0.125,0.50775,0.4370833333333334,0.75,0.0,46.62500000000001,3.1153846153846154,3.1153846153846154,2.454545454545455,1.0,0.0,68.0,0,0.0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1.5,1.5,synthetic,0.0,-110.0,-110.0,0.0,0.0,0.0,synthetic,0.0,-110.0,-110.0,0.0,0.0,0.0,synthetic,0.0,-110.0,-110.0,0.0,2026-03-29T16:00:00Z,0.0,0.0,0.0,1.5,0.0,0.0,1.0,0.0,0.0,672960,3B,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-30,Kazuma Okamoto,hitter,TOR,COL,2026,822834,3,141,115,1,1.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0,2.0,0.0,7.0,0.10526315789473684,0.68025,0.4606388888888889,1.0,6.25,45.65277777777778,3.3750000000000004,6.1875,1.2272727272727275,1.0,0.0,68.0,0,0.0,1.0,6.123233995736766e-17,0.0,1.0,1.3333333333333333,1.3333333333333333,synthetic,0.0,-110.0,-110.0,0.0,0.3333333333333333,0.3333333333333333,synthetic,0.0,-110.0,-110.0,0.0,0.3333333333333333,0.3333333333333333,synthetic,0.0,-110.0,-110.0,0.0,2026-03-30T16:00:00Z,0.0,0.0,0.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,672960,1B,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-31,Kazuma Okamoto,hitter,TOR,COL,2026,822836,4,141,115,1,1.0,0.0,1.0,1.0,0.0,5.0,5.0,0.0,3.0,0.0,4.0,0.125,0.176,0.5155416666666667,0.0,10.9375,45.75555555555556,3.634615384615385,6.89423076923077,2.202797202797203,1.0,0.0,68.0,0,0.0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,1.25,1.25,synthetic,0.0,-110.0,-110.0,0.0,0.5,0.5,synthetic,0.0,-110.0,-110.0,0.0,0.5,0.5,synthetic,0.0,-110.0,-110.0,0.0,2026-03-31T16:00:00Z,0.0,0.0,0.0,1.25,0.5,0.5,1.0,1.0,1.0,672960,3B,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-01,Kazuma Okamoto,hitter,TOR,COL,2026,822835,5,141,115,1,1.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,2.0,0.0,4.0,0.10256410256410256,0.22,0.4476333333333334,0.0,8.75,46.91527777777778,4.551282051282052,8.39423076923077,3.729020979020979,1.0,0.0,68.0,0,0.0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,1.2,1.2,synthetic,0.0,-110.0,-110.0,0.0,0.4,0.4,synthetic,0.0,-110.0,-110.0,0.0,0.6,0.6,synthetic,0.0,-110.0,-110.0,0.0,2026-04-01T16:00:00Z,0.0,0.0,0.0,1.2,0.4,0.6,1.0,0.0,1.0,672960,3B,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-03,Kazuma Okamoto,hitter,TOR,CWS,2026,824621,6,141,145,0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,7.0,0.10526315789473684,0.0,0.4096944444444444,0.0,7.291666666666667,46.556620370370375,7.333333333333333,10.375,11.024117647058823,1.0,0.0,53.0,0,1.0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,1.0,1.0,synthetic,0.0,-110.0,-110.0,0.0,0.4,0.4,synthetic,0.0,-110.0,-110.0,0.0,0.6,0.6,synthetic,0.0,-110.0,-110.0,0.0,2026-04-03T16:00:00Z,0.0,0.0,0.0,1.0,0.4,0.6,1.0,0.0,0.0,672960,3B,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-04,Kazuma Okamoto,hitter,TOR,CWS,2026,824622,7,141,145,0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,1.0,0.0,0.0,4.0,0.10526315789473684,0.39249999999999996,0.3511666666666667,0.0,6.25,45.758452380952384,7.333333333333333,8.125,9.786764705882353,1.0,0.0,50.0,0,0.0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0.8,0.8,synthetic,0.0,-110.0,-110.0,0.0,0.4,0.4,synthetic,0.0,-110.0,-110.0,0.0,0.6,0.6,synthetic,0.0,-110.0,-110.0,0.0,2026-04-04T16:00:00Z,0.0,0.0,0.0,0.8,0.4,0.6,0.0,0.0,0.0,672960,3B,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05,Kazuma Okamoto,hitter,TOR,CWS,2026,824620,8,141,145,0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,2.0,0.0,5.0,0.11428571428571428,0.1725,0.35633333333333334,0.0,5.46875,44.42822916666667,6.8999999999999995,7.425000000000001,9.031512605042016,1.0,0.0,50.0,0,0.0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.8,0.8,synthetic,0.0,-110.0,-110.0,0.0,0.2,0.2,synthetic,0.0,-110.0,-110.0,0.0,0.4,0.4,synthetic,0.0,-110.0,-110.0,0.0,2026-04-05T16:00:00Z,0.0,0.0,0.0,0.8,0.2,0.4,1.0,0.0,0.0,672960,3B,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
